i,bMNTDvalue.water
1,0.0422151620824718
2,0.0424108705453085
3,0.0416088460992952
4,0.0422383912263554
5,0.0421331074013503
6,0.0409113770174055
7,0.0420687776718053
8,0.0416020924185414
9,0.0414588628025672
10,0.0416338324310969
11,0.0419973423041149
12,0.042343463263704
13,0.0416903458811557
14,0.0416330727698345
15,0.0417935996128018
16,0.0416634855159409
17,0.0419144494039005
18,0.0421886286623784
19,0.0411418707057
20,0.0414084216329147
21,0.0412186594284385
22,0.0413281506021039
23,0.041623243020009
24,0.0416386617270046
25,0.0417115986036749
26,0.0416474103754634
27,0.0426093718819732
28,0.04198206707106
29,0.0413270535723018
30,0.0413620337245829
31,0.0418671996975645
32,0.0415008664582566
33,0.0415554698492952
34,0.0415221673534213
35,0.0421482071786701
36,0.0418821920732147
37,0.0412640363865135
38,0.0412007952777068
39,0.0412847159992556
40,0.0416081259995138
41,0.0414882809977341
42,0.0420052377506905
43,0.0421871423416961
44,0.042997178184251
45,0.0421098422116301
46,0.0422498934644735
47,0.0415192324114151
48,0.0418472613453431
49,0.0420120817546688
50,0.0416256420119595
51,0.0410896858294655
52,0.0414013634130768
53,0.0417512670436003
54,0.0414513380573816
55,0.0415507534716292
56,0.0415851683995716
57,0.0426933786347999
58,0.0422090163369375
59,0.0420992219618068
60,0.0418634501431554
61,0.0419338552193014
62,0.0419421367838322
63,0.0415876320022285
64,0.0418793540332527
65,0.0413119168812102
66,0.0415226011265115
67,0.0415184751685587
68,0.0430334397883355
69,0.0417631382261273
70,0.0422817550224069
71,0.0421309921764074
72,0.0417283815666466
73,0.0420094077957859
74,0.0424374456770768
75,0.0415161424926168
76,0.0418889091221985
77,0.0414203555815736
78,0.041322856854269
79,0.0420382408678192
80,0.0422484053231232
81,0.0423859294209689
82,0.0414238452845154
83,0.0416240607127308
84,0.0418788117840814
85,0.0415908036254914
86,0.0418686955527534
87,0.0414267754348126
88,0.0424367736447206
89,0.041945642447878
90,0.0415563371566179
91,0.0419528963450454
92,0.0414711980498467
93,0.0422275841844731
94,0.0419365487106802
95,0.0412579876641805
96,0.0413055228478973
97,0.0414894255453315
98,0.0414463530891045
99,0.0415067455153877
100,0.0417353059977224
101,0.0415670650957591
102,0.0419729327157493
103,0.0429791939339485
104,0.0413415170142099
