i,bMNTDvalue.sed
1,0.0370113235395615
2,0.0372040136937174
3,0.0375300154090816
4,0.0382505766092979
5,0.0378518734973557
6,0.0365456541456255
7,0.0365975604997354
8,0.0365869019596006
9,0.0374991445729923
10,0.0356698264123131
11,0.0361477762983331
12,0.0358184651777691
13,0.0374402545978133
14,0.0374721727865857
15,0.0367014175615598
16,0.036554954214735
17,0.0369907007908078
18,0.0374572386466063
19,0.0368869901107834
20,0.0372204145012008
21,0.0361021370126883
22,0.0373432254880854
23,0.0368693888515567
24,0.0362372409389735
25,0.0367587570384529
26,0.0363767469630728
27,0.0381955237807558
28,0.0361764051034069
29,0.0373886187623109
30,0.0367829437279198
31,0.036465708694965
32,0.0374177397371687
33,0.0369285584040502
34,0.0368182218763136
35,0.0390767627367867
36,0.0368401613745752
37,0.0364588612072714
38,0.0364032189229914
39,0.0368322761217925
40,0.0372766876747252
41,0.037145688403921
42,0.0367664180906407
43,0.0368028325276738
44,0.0364879433981933
45,0.037167247885148
46,0.0359365813470053
47,0.0370905905213915
48,0.0375800957587989
49,0.0362953918724418
50,0.0365902467352453
51,0.0375650577289274
52,0.0369366195622943
53,0.0377546559658259
54,0.036471645714007
55,0.0369963435121168
56,0.0377538432000813
57,0.0371195997994928
58,0.0361456298214799
59,0.0368605690649867
60,0.0370689153725979
61,0.0366548292850023
62,0.0376506639015685
63,0.0369510300545181
64,0.0375877432866148
65,0.0372460601544574
66,0.0372375676050012
67,0.0367860932093739
68,0.0369044253141815
69,0.0373240467231289
70,0.0378859396298971
71,0.0370318091044759
72,0.0374445780551743
73,0.0373285413871703
74,0.0362341762084372
75,0.0366313818901316
76,0.0373097134719174
77,0.0370613764676879
78,0.0380463189636138
79,0.038428580454621
80,0.0367572827156979
81,0.0362599124139775
82,0.0382403839274017
83,0.0366063768611965
84,0.0376197929683056
85,0.0374872771880294
86,0.0372222598440126
87,0.0374752507283167
88,0.0367956683596407
89,0.0368728925015071
90,0.035850660729483
91,0.0382307188989072
92,0.0372134768475591
93,0.037428799790194
94,0.0383546661081955
95,0.0378514257087174
96,0.036977647085083
97,0.0374893712241468
98,0.0364285994893649
99,0.0377319771680818
100,0.0368006441501125
101,0.0365871348678829
102,0.0369975733535673
103,0.0370888591737389
104,0.0375235943716131
105,0.0370031143293124
106,0.0364545779547923
107,0.0363839089538027
108,0.0374545544780825
109,0.0376570521202914
110,0.0365524175233184
111,0.0370917757253486
112,0.0375883659756588
113,0.037351592808509
